0.00.053.391 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.053.682 W srv  llama_server: -----------------
0.00.053.683 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.053.683 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.053.683 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.053.683 W srv  llama_server: -----------------
0.00.055.533 I srv    load_model: loading model '/Users/yukangzengcmac/.cache/huggingface/hub/models--unsloth--Qwen3-4B-Instruct-2507-GGUF/snapshots/a06e946bb6b655725eafa393f4a9745d460374c9/Qwen3-4B-Instruct-2507-Q4_K_M.gguf'
0.00.213.906 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.01.593.337 I cmn          init: llama threadpool init, n_threads = 4
0.02.076.053 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 32768, kv_unified = 'false'
0.02.093.092 I srv  llama_server: model loaded
0.02.093.097 I srv  llama_server: listening on http://127.0.0.1:8082
0.04.056.728 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
44.04.511.319 I slot print_timing: id  0 | task 51151 |    graphs reused =      49665
44.04.511.478 I slot      release: id  0 | task 51151 | stop processing: n_tokens = 12216, truncated = 0
44.08.105.047 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
44.08.105.246 I slot launch_slot_: id  0 | task 51332 | processing task, is_child = 0
44.12.094.693 I slot print_timing: id  0 | task 51332 | n_gen =    100, tg =  27.02 t/s, tg_3s =  27.29 t/s
44.15.072.862 I slot print_timing: id  0 | task 51332 | prompt eval time =     325.33 ms /    80 tokens (    4.07 ms per token,   245.91 tokens per second)
44.15.072.864 I slot print_timing: id  0 | task 51332 |        eval time =    6642.28 ms /   180 tokens (   37.11 ms per token,    26.95 tokens per second)
44.15.072.865 I slot print_timing: id  0 | task 51332 |       total time =    6967.61 ms /   260 tokens
44.15.072.865 I slot print_timing: id  0 | task 51332 |    graphs reused =      49843
44.15.073.026 I slot      release: id  0 | task 51332 | stop processing: n_tokens = 12475, truncated = 0
44.18.677.961 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
44.18.678.157 I slot launch_slot_: id  0 | task 51513 | processing task, is_child = 0
44.22.694.651 I slot print_timing: id  0 | task 51513 | n_gen =    100, tg =  26.85 t/s, tg_3s =  27.12 t/s
44.25.699.733 I slot print_timing: id  0 | task 51513 | prompt eval time =     329.17 ms /    80 tokens (    4.11 ms per token,   243.04 tokens per second)
44.25.699.735 I slot print_timing: id  0 | task 51513 |        eval time =    6692.41 ms /   180 tokens (   37.39 ms per token,    26.75 tokens per second)
44.25.699.736 I slot print_timing: id  0 | task 51513 |       total time =    7021.57 ms /   260 tokens
44.25.699.736 I slot print_timing: id  0 | task 51513 |    graphs reused =      50021
44.25.699.902 I slot      release: id  0 | task 51513 | stop processing: n_tokens = 12734, truncated = 0
44.29.324.143 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
44.29.324.342 I slot launch_slot_: id  0 | task 51694 | processing task, is_child = 0
44.33.377.640 I slot print_timing: id  0 | task 51694 | n_gen =    100, tg =  26.63 t/s, tg_3s =  26.90 t/s
44.36.408.051 I slot print_timing: id  0 | task 51694 | prompt eval time =     335.54 ms /    80 tokens (    4.19 ms per token,   238.42 tokens per second)
44.36.408.053 I slot print_timing: id  0 | task 51694 |        eval time =    6748.16 ms /   180 tokens (   37.70 ms per token,    26.53 tokens per second)
44.36.408.054 I slot print_timing: id  0 | task 51694 |       total time =    7083.70 ms /   260 tokens
44.36.408.055 I slot print_timing: id  0 | task 51694 |    graphs reused =      50199
44.36.408.226 I slot      release: id  0 | task 51694 | stop processing: n_tokens = 12993, truncated = 0
44.40.050.370 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
44.40.050.689 I slot launch_slot_: id  0 | task 51875 | processing task, is_child = 0
44.44.153.829 I slot print_timing: id  0 | task 51875 | n_gen =    100, tg =  26.31 t/s, tg_3s =  26.58 t/s
44.47.165.465 I slot print_timing: id  0 | task 51875 | n_gen =    179, tg =  26.28 t/s, tg_3s =  26.23 t/s
44.47.203.391 I slot print_timing: id  0 | task 51875 | prompt eval time =     340.50 ms /    80 tokens (    4.26 ms per token,   234.95 tokens per second)
44.47.203.393 I slot print_timing: id  0 | task 51875 |        eval time =    6812.19 ms /   180 tokens (   38.06 ms per token,    26.28 tokens per second)
44.47.203.394 I slot print_timing: id  0 | task 51875 |       total time =    7152.70 ms /   260 tokens
44.47.203.394 I slot print_timing: id  0 | task 51875 |    graphs reused =      50377
44.47.203.567 I slot      release: id  0 | task 51875 | stop processing: n_tokens = 13252, truncated = 0
44.50.867.239 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
44.50.867.427 I slot launch_slot_: id  0 | task 52056 | processing task, is_child = 0
44.55.013.544 I slot print_timing: id  0 | task 52056 | n_gen =    100, tg =  26.05 t/s, tg_3s =  26.31 t/s
44.58.040.685 I slot print_timing: id  0 | task 52056 | n_gen =    179, tg =  26.07 t/s, tg_3s =  26.10 t/s
44.58.079.361 I slot print_timing: id  0 | task 52056 | prompt eval time =     346.00 ms /    80 tokens (    4.32 ms per token,   231.22 tokens per second)
44.58.079.363 I slot print_timing: id  0 | task 52056 |        eval time =    6865.93 ms /   180 tokens (   38.36 ms per token,    26.07 tokens per second)
44.58.079.363 I slot print_timing: id  0 | task 52056 |       total time =    7211.93 ms /   260 tokens
44.58.079.363 I slot print_timing: id  0 | task 52056 |    graphs reused =      50555
44.58.079.541 I slot      release: id  0 | task 52056 | stop processing: n_tokens = 13511, truncated = 0
45.01.756.181 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
45.01.756.366 I slot launch_slot_: id  0 | task 52237 | processing task, is_child = 0
45.05.941.336 I slot print_timing: id  0 | task 52237 | n_gen =    100, tg =  25.81 t/s, tg_3s =  26.08 t/s
45.08.956.776 I slot print_timing: id  0 | task 52237 | n_gen =    178, tg =  25.84 t/s, tg_3s =  25.87 t/s
45.09.035.173 I slot print_timing: id  0 | task 52237 | prompt eval time =     349.98 ms /    80 tokens (    4.37 ms per token,   228.59 tokens per second)
45.09.035.175 I slot print_timing: id  0 | task 52237 |        eval time =    6928.82 ms /   180 tokens (   38.71 ms per token,    25.83 tokens per second)
45.09.035.176 I slot print_timing: id  0 | task 52237 |       total time =    7278.80 ms /   260 tokens
45.09.035.176 I slot print_timing: id  0 | task 52237 |    graphs reused =      50733
45.09.035.347 I slot      release: id  0 | task 52237 | stop processing: n_tokens = 13770, truncated = 0
45.12.736.757 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
45.12.736.949 I slot launch_slot_: id  0 | task 52418 | processing task, is_child = 0
45.16.951.171 I slot print_timing: id  0 | task 52418 | n_gen =    100, tg =  25.66 t/s, tg_3s =  25.91 t/s
45.19.953.033 I slot print_timing: id  0 | task 52418 | n_gen =    177, tg =  25.65 t/s, tg_3s =  25.65 t/s
45.20.069.472 I slot print_timing: id  0 | task 52418 | prompt eval time =     355.35 ms /    80 tokens (    4.44 ms per token,   225.13 tokens per second)
45.20.069.473 I slot print_timing: id  0 | task 52418 |        eval time =    6977.17 ms /   180 tokens (   38.98 ms per token,    25.66 tokens per second)
45.20.069.474 I slot print_timing: id  0 | task 52418 |       total time =    7332.52 ms /   260 tokens
45.20.069.474 I slot print_timing: id  0 | task 52418 |    graphs reused =      50911
45.20.069.647 I slot      release: id  0 | task 52418 | stop processing: n_tokens = 14029, truncated = 0
45.23.795.596 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
45.23.795.783 I slot launch_slot_: id  0 | task 52599 | processing task, is_child = 0
45.28.046.821 I slot print_timing: id  0 | task 52599 | n_gen =    100, tg =  25.46 t/s, tg_3s =  25.72 t/s
45.31.077.068 I slot print_timing: id  0 | task 52599 | n_gen =    177, tg =  25.44 t/s, tg_3s =  25.41 t/s
45.31.194.877 I slot print_timing: id  0 | task 52599 | prompt eval time =     362.59 ms /    80 tokens (    4.53 ms per token,   220.64 tokens per second)
45.31.194.878 I slot print_timing: id  0 | task 52599 |        eval time =    7036.50 ms /   180 tokens (   39.31 ms per token,    25.44 tokens per second)
45.31.194.879 I slot print_timing: id  0 | task 52599 |       total time =    7399.09 ms /   260 tokens
45.31.194.879 I slot print_timing: id  0 | task 52599 |    graphs reused =      51089
45.31.195.059 I slot      release: id  0 | task 52599 | stop processing: n_tokens = 14288, truncated = 0
45.34.942.398 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
45.34.942.720 I slot launch_slot_: id  0 | task 52780 | processing task, is_child = 0
45.39.239.716 I slot print_timing: id  0 | task 52780 | n_gen =    100, tg =  25.19 t/s, tg_3s =  25.45 t/s
45.42.247.089 I slot print_timing: id  0 | task 52780 | n_gen =    175, tg =  25.08 t/s, tg_3s =  24.94 t/s
45.42.445.168 I slot print_timing: id  0 | task 52780 | prompt eval time =     367.61 ms /    80 tokens (    4.60 ms per token,   217.62 tokens per second)
45.42.445.171 I slot print_timing: id  0 | task 52780 |        eval time =    7134.83 ms /   180 tokens (   39.86 ms per token,    25.09 tokens per second)
45.42.445.171 I slot print_timing: id  0 | task 52780 |       total time =    7502.44 ms /   260 tokens
45.42.445.171 I slot print_timing: id  0 | task 52780 |    graphs reused =      51267
45.42.445.346 I slot      release: id  0 | task 52780 | stop processing: n_tokens = 14547, truncated = 0
45.46.213.990 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
45.46.214.181 I slot launch_slot_: id  0 | task 52961 | processing task, is_child = 0
45.50.525.496 I slot print_timing: id  0 | task 52961 | n_gen =    100, tg =  25.12 t/s, tg_3s =  25.38 t/s
45.53.557.352 I slot print_timing: id  0 | task 52961 | n_gen =    176, tg =  25.10 t/s, tg_3s =  25.07 t/s
45.53.717.956 I slot print_timing: id  0 | task 52961 | prompt eval time =     370.92 ms /    80 tokens (    4.64 ms per token,   215.68 tokens per second)
45.53.717.958 I slot print_timing: id  0 | task 52961 |        eval time =    7132.85 ms /   180 tokens (   39.85 ms per token,    25.10 tokens per second)
45.53.717.959 I slot print_timing: id  0 | task 52961 |       total time =    7503.77 ms /   260 tokens
45.53.717.959 I slot print_timing: id  0 | task 52961 |    graphs reused =      51445
45.53.718.137 I slot      release: id  0 | task 52961 | stop processing: n_tokens = 14806, truncated = 0
45.57.503.480 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
45.57.503.664 I slot launch_slot_: id  0 | task 53142 | processing task, is_child = 0
46.01.863.019 I slot print_timing: id  0 | task 53142 | n_gen =    100, tg =  24.85 t/s, tg_3s =  25.10 t/s
46.04.891.422 I slot print_timing: id  0 | task 53142 | n_gen =    175, tg =  24.81 t/s, tg_3s =  24.77 t/s
46.05.093.805 I slot print_timing: id  0 | task 53142 | prompt eval time =     374.98 ms /    80 tokens (    4.69 ms per token,   213.34 tokens per second)
46.05.093.808 I slot print_timing: id  0 | task 53142 |        eval time =    7215.15 ms /   180 tokens (   40.31 ms per token,    24.81 tokens per second)
46.05.093.809 I slot print_timing: id  0 | task 53142 |       total time =    7590.13 ms /   260 tokens
46.05.093.809 I slot print_timing: id  0 | task 53142 |    graphs reused =      51623
46.05.094.198 I slot      release: id  0 | task 53142 | stop processing: n_tokens = 15065, truncated = 0
46.08.909.277 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
46.08.909.468 I slot launch_slot_: id  0 | task 53323 | processing task, is_child = 0
46.13.297.682 I slot print_timing: id  0 | task 53323 | n_gen =    100, tg =  24.71 t/s, tg_3s =  24.96 t/s
46.16.304.238 I slot print_timing: id  0 | task 53323 | n_gen =    174, tg =  24.67 t/s, tg_3s =  24.61 t/s
46.16.547.831 I slot print_timing: id  0 | task 53323 | prompt eval time =     381.24 ms /    80 tokens (    4.77 ms per token,   209.84 tokens per second)
46.16.547.833 I slot print_timing: id  0 | task 53323 |        eval time =    7257.12 ms /   180 tokens (   40.54 ms per token,    24.67 tokens per second)
46.16.547.833 I slot print_timing: id  0 | task 53323 |       total time =    7638.36 ms /   260 tokens
46.16.547.834 I slot print_timing: id  0 | task 53323 |    graphs reused =      51801
46.16.548.024 I slot      release: id  0 | task 53323 | stop processing: n_tokens = 15324, truncated = 0
46.20.364.948 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
46.20.365.144 I slot launch_slot_: id  0 | task 53504 | processing task, is_child = 0
46.24.786.617 I slot print_timing: id  0 | task 53504 | n_gen =    100, tg =  24.54 t/s, tg_3s =  24.78 t/s
46.27.819.242 I slot print_timing: id  0 | task 53504 | n_gen =    174, tg =  24.48 t/s, tg_3s =  24.40 t/s
46.28.063.935 I slot print_timing: id  0 | task 53504 | prompt eval time =     386.52 ms /    80 tokens (    4.83 ms per token,   206.97 tokens per second)
46.28.063.937 I slot print_timing: id  0 | task 53504 |        eval time =    7312.26 ms /   180 tokens (   40.85 ms per token,    24.48 tokens per second)
46.28.063.938 I slot print_timing: id  0 | task 53504 |       total time =    7698.79 ms /   260 tokens
46.28.063.938 I slot print_timing: id  0 | task 53504 |    graphs reused =      51979
46.28.064.124 I slot      release: id  0 | task 53504 | stop processing: n_tokens = 15583, truncated = 0
46.31.910.911 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
46.31.911.107 I slot launch_slot_: id  0 | task 53685 | processing task, is_child = 0
46.36.377.441 I slot print_timing: id  0 | task 53685 | n_gen =    100, tg =  24.29 t/s, tg_3s =  24.53 t/s
46.39.381.543 I slot print_timing: id  0 | task 53685 | n_gen =    173, tg =  24.29 t/s, tg_3s =  24.30 t/s
46.39.669.176 I slot print_timing: id  0 | task 53685 | prompt eval time =     390.15 ms /    80 tokens (    4.88 ms per token,   205.05 tokens per second)
46.39.669.178 I slot print_timing: id  0 | task 53685 |        eval time =    7367.92 ms /   180 tokens (   41.16 ms per token,    24.29 tokens per second)
46.39.669.178 I slot print_timing: id  0 | task 53685 |       total time =    7758.07 ms /   260 tokens
46.39.669.178 I slot print_timing: id  0 | task 53685 |    graphs reused =      52157
46.39.669.366 I slot      release: id  0 | task 53685 | stop processing: n_tokens = 15842, truncated = 0
46.43.528.061 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
46.43.528.247 I slot launch_slot_: id  0 | task 53866 | processing task, is_child = 0
46.48.028.808 I slot print_timing: id  0 | task 53866 | n_gen =    100, tg =  24.14 t/s, tg_3s =  24.38 t/s
46.51.053.283 I slot print_timing: id  0 | task 53866 | n_gen =    173, tg =  24.14 t/s, tg_3s =  24.14 t/s
46.51.343.947 I slot print_timing: id  0 | task 53866 | prompt eval time =     399.03 ms /    80 tokens (    4.99 ms per token,   200.49 tokens per second)
46.51.343.949 I slot print_timing: id  0 | task 53866 |        eval time =    7416.67 ms /   180 tokens (   41.43 ms per token,    24.13 tokens per second)
46.51.343.950 I slot print_timing: id  0 | task 53866 |       total time =    7815.70 ms /   260 tokens
46.51.343.950 I slot print_timing: id  0 | task 53866 |    graphs reused =      52335
46.51.344.145 I slot      release: id  0 | task 53866 | stop processing: n_tokens = 16101, truncated = 0
46.55.219.783 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
46.55.220.055 I slot launch_slot_: id  0 | task 54047 | processing task, is_child = 0
46.59.743.765 I slot print_timing: id  0 | task 54047 | n_gen =    100, tg =  24.03 t/s, tg_3s =  24.27 t/s
47.02.780.621 I slot print_timing: id  0 | task 54047 | n_gen =    174, tg =  24.17 t/s, tg_3s =  24.37 t/s
47.03.026.692 I slot print_timing: id  0 | task 54047 | prompt eval time =     403.46 ms /    80 tokens (    5.04 ms per token,   198.29 tokens per second)
47.03.026.695 I slot print_timing: id  0 | task 54047 |        eval time =    7403.18 ms /   180 tokens (   41.36 ms per token,    24.18 tokens per second)
47.03.026.695 I slot print_timing: id  0 | task 54047 |       total time =    7806.63 ms /   260 tokens
47.03.026.695 I slot print_timing: id  0 | task 54047 |    graphs reused =      52513
47.03.026.890 I slot      release: id  0 | task 54047 | stop processing: n_tokens = 16360, truncated = 0
47.06.924.532 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
47.06.924.719 I slot launch_slot_: id  0 | task 54228 | processing task, is_child = 0
47.11.417.093 I slot print_timing: id  0 | task 54228 | n_gen =    100, tg =  24.27 t/s, tg_3s =  24.51 t/s
47.14.435.638 I slot print_timing: id  0 | task 54228 | n_gen =    173, tg =  24.23 t/s, tg_3s =  24.18 t/s
47.14.725.082 I slot print_timing: id  0 | task 54228 | prompt eval time =     412.49 ms /    80 tokens (    5.16 ms per token,   193.94 tokens per second)
47.14.725.084 I slot print_timing: id  0 | task 54228 |        eval time =    7387.87 ms /   180 tokens (   41.27 ms per token,    24.23 tokens per second)
47.14.725.084 I slot print_timing: id  0 | task 54228 |       total time =    7800.36 ms /   260 tokens
47.14.725.084 I slot print_timing: id  0 | task 54228 |    graphs reused =      52691
47.14.725.280 I slot      release: id  0 | task 54228 | stop processing: n_tokens = 16619, truncated = 0
47.18.647.315 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
47.18.647.535 I slot launch_slot_: id  0 | task 54409 | processing task, is_child = 0
47.23.166.533 I slot print_timing: id  0 | task 54409 | n_gen =    100, tg =  24.12 t/s, tg_3s =  24.36 t/s
47.26.202.045 I slot print_timing: id  0 | task 54409 | n_gen =    173, tg =  24.09 t/s, tg_3s =  24.05 t/s
47.26.495.913 I slot print_timing: id  0 | task 54409 | prompt eval time =     413.85 ms /    80 tokens (    5.17 ms per token,   193.31 tokens per second)
47.26.495.916 I slot print_timing: id  0 | task 54409 |        eval time =    7434.52 ms /   180 tokens (   41.53 ms per token,    24.08 tokens per second)
47.26.495.916 I slot print_timing: id  0 | task 54409 |       total time =    7848.37 ms /   260 tokens
47.26.495.917 I slot print_timing: id  0 | task 54409 |    graphs reused =      52869
47.26.496.281 I slot      release: id  0 | task 54409 | stop processing: n_tokens = 16878, truncated = 0
47.30.478.289 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
47.30.478.483 I slot launch_slot_: id  0 | task 54590 | processing task, is_child = 0
47.35.031.209 I slot print_timing: id  0 | task 54590 | n_gen =    100, tg =  23.95 t/s, tg_3s =  24.19 t/s
47.38.057.687 I slot print_timing: id  0 | task 54590 | n_gen =    172, tg =  23.88 t/s, tg_3s =  23.79 t/s
47.38.393.694 I slot print_timing: id  0 | task 54590 | prompt eval time =     419.28 ms /    80 tokens (    5.24 ms per token,   190.80 tokens per second)
47.38.393.696 I slot print_timing: id  0 | task 54590 |        eval time =    7495.93 ms /   180 tokens (   41.88 ms per token,    23.88 tokens per second)
47.38.393.697 I slot print_timing: id  0 | task 54590 |       total time =    7915.21 ms /   260 tokens
47.38.393.697 I slot print_timing: id  0 | task 54590 |    graphs reused =      53047
47.38.393.891 I slot      release: id  0 | task 54590 | stop processing: n_tokens = 17137, truncated = 0
47.42.355.801 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.995 (> 0.100 thold), f_keep = 1.000
47.42.356.057 I slot launch_slot_: id  0 | task 54771 | processing task, is_child = 0
47.46.983.757 I slot print_timing: id  0 | task 54771 | n_gen =    100, tg =  23.57 t/s, tg_3s =  23.81 t/s
47.50.025.673 I slot print_timing: id  0 | task 54771 | n_gen =    172, tg =  23.61 t/s, tg_3s =  23.67 t/s
47.50.362.265 I slot print_timing: id  0 | task 54771 | prompt eval time =     427.19 ms /    80 tokens (    5.34 ms per token,   187.27 tokens per second)
47.50.362.267 I slot print_timing: id  0 | task 54771 |        eval time =    7579.01 ms /   180 tokens (   42.34 ms per token,    23.62 tokens per second)
47.50.362.267 I slot print_timing: id  0 | task 54771 |       total time =    8006.20 ms /   260 tokens
47.50.362.268 I slot print_timing: id  0 | task 54771 |    graphs reused =      53225
47.50.362.468 I slot      release: id  0 | task 54771 | stop processing: n_tokens = 17396, truncated = 0
47.51.990.993 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 0.279
47.51.991.468 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1535.470 MiB)
47.51.991.812 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1462.479 MiB)
47.52.644.478 I slot launch_slot_: id  0 | task 54952 | processing task, is_child = 0
47.53.343.709 I slot print_timing: id  0 | task 54952 | prompt eval time =     126.38 ms /    29 tokens (    4.36 ms per token,   229.47 tokens per second)
47.53.343.711 I slot print_timing: id  0 | task 54952 |        eval time =     572.84 ms /    21 tokens (   28.64 ms per token,    34.91 tokens per second)
47.53.343.711 I slot print_timing: id  0 | task 54952 |       total time =     699.21 ms /    50 tokens
47.53.343.711 I slot print_timing: id  0 | task 54952 |    graphs reused =      53244
47.53.347.095 I slot      release: id  0 | task 54952 | stop processing: n_tokens = 4897, truncated = 0
47.54.740.276 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.992 (> 0.100 thold), f_keep = 1.000
47.54.740.472 I slot launch_slot_: id  0 | task 54974 | processing task, is_child = 0
47.55.581.347 I slot print_timing: id  0 | task 54974 | prompt eval time =     139.19 ms /    41 tokens (    3.39 ms per token,   294.56 tokens per second)
47.55.581.349 I slot print_timing: id  0 | task 54974 |        eval time =     701.68 ms /    25 tokens (   29.24 ms per token,    34.20 tokens per second)
47.55.581.349 I slot print_timing: id  0 | task 54974 |       total time =     840.87 ms /    66 tokens
47.55.581.350 I slot print_timing: id  0 | task 54974 |    graphs reused =      53267
47.55.581.454 I slot      release: id  0 | task 54974 | stop processing: n_tokens = 4962, truncated = 0
47.55.596.998 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.946 (> 0.100 thold), f_keep = 1.000
47.55.597.185 I slot launch_slot_: id  0 | task 55000 | processing task, is_child = 0
47.59.211.072 I slot print_timing: id  0 | task 55000 | n_gen =    103, tg =  33.76 t/s, tg_3s =  34.09 t/s
48.02.225.007 I slot print_timing: id  0 | task 55000 | n_gen =    208, tg =  34.30 t/s, tg_3s =  34.84 t/s
48.04.060.266 I slot print_timing: id  0 | task 55000 | prompt eval time =     592.74 ms /   285 tokens (    2.08 ms per token,   480.82 tokens per second)
48.04.060.268 I slot print_timing: id  0 | task 55000 |        eval time =    7870.34 ms /   272 tokens (   29.04 ms per token,    34.43 tokens per second)
48.04.060.269 I slot print_timing: id  0 | task 55000 |       total time =    8463.08 ms /   557 tokens
48.04.060.269 I slot print_timing: id  0 | task 55000 |    graphs reused =      53536
48.04.060.390 I slot      release: id  0 | task 55000 | stop processing: n_tokens = 5518, truncated = 0
48.06.650.049 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
48.06.650.245 I slot launch_slot_: id  0 | task 55273 | processing task, is_child = 0
48.07.483.972 I slot print_timing: id  0 | task 55273 | prompt eval time =     164.61 ms /    63 tokens (    2.61 ms per token,   382.73 tokens per second)
48.07.483.974 I slot print_timing: id  0 | task 55273 |        eval time =     669.11 ms /    24 tokens (   29.09 ms per token,    34.37 tokens per second)
48.07.483.974 I slot print_timing: id  0 | task 55273 |       total time =     833.72 ms /    87 tokens
48.07.483.974 I slot print_timing: id  0 | task 55273 |    graphs reused =      53558
48.07.484.081 I slot      release: id  0 | task 55273 | stop processing: n_tokens = 5604, truncated = 0
48.07.505.313 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.948 (> 0.100 thold), f_keep = 1.000
48.07.505.709 I slot launch_slot_: id  0 | task 55298 | processing task, is_child = 0
48.10.728.116 I slot print_timing: id  0 | task 55298 | prompt eval time =     672.30 ms /   310 tokens (    2.17 ms per token,   461.10 tokens per second)
48.10.728.117 I slot print_timing: id  0 | task 55298 |        eval time =    2550.10 ms /    88 tokens (   29.31 ms per token,    34.12 tokens per second)
48.10.728.118 I slot print_timing: id  0 | task 55298 |       total time =    3222.40 ms /   398 tokens
48.10.728.118 I slot print_timing: id  0 | task 55298 |    graphs reused =      53644
48.10.728.229 I slot      release: id  0 | task 55298 | stop processing: n_tokens = 6001, truncated = 0
48.13.144.133 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
48.13.144.314 I slot launch_slot_: id  0 | task 55387 | processing task, is_child = 0
48.15.925.181 I slot print_timing: id  0 | task 55387 | prompt eval time =     185.71 ms /    68 tokens (    2.73 ms per token,   366.17 tokens per second)
48.15.925.184 I slot print_timing: id  0 | task 55387 |        eval time =    2595.15 ms /    89 tokens (   29.49 ms per token,    33.91 tokens per second)
48.15.925.184 I slot print_timing: id  0 | task 55387 |       total time =    2780.86 ms /   157 tokens
48.15.925.184 I slot print_timing: id  0 | task 55387 |    graphs reused =      53730
48.15.925.312 I slot      release: id  0 | task 55387 | stop processing: n_tokens = 6157, truncated = 0
48.18.241.677 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.990 (> 0.100 thold), f_keep = 1.000
48.18.241.856 I slot launch_slot_: id  0 | task 55477 | processing task, is_child = 0
48.20.415.366 I slot print_timing: id  0 | task 55477 | prompt eval time =     187.76 ms /    65 tokens (    2.89 ms per token,   346.19 tokens per second)
48.20.415.368 I slot print_timing: id  0 | task 55477 |        eval time =    1985.74 ms /    68 tokens (   29.64 ms per token,    33.74 tokens per second)
48.20.415.368 I slot print_timing: id  0 | task 55477 |       total time =    2173.50 ms /   133 tokens
48.20.415.368 I slot print_timing: id  0 | task 55477 |    graphs reused =      53796
48.20.415.493 I slot      release: id  0 | task 55477 | stop processing: n_tokens = 6289, truncated = 0
48.22.712.580 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.990 (> 0.100 thold), f_keep = 1.000
48.22.712.758 I slot launch_slot_: id  0 | task 55546 | processing task, is_child = 0
48.24.897.354 I slot print_timing: id  0 | task 55546 | prompt eval time =     190.11 ms /    65 tokens (    2.92 ms per token,   341.91 tokens per second)
48.24.897.356 I slot print_timing: id  0 | task 55546 |        eval time =    1994.48 ms /    68 tokens (   29.77 ms per token,    33.59 tokens per second)
48.24.897.356 I slot print_timing: id  0 | task 55546 |       total time =    2184.59 ms /   133 tokens
48.24.897.357 I slot print_timing: id  0 | task 55546 |    graphs reused =      53861
48.24.897.472 I slot      release: id  0 | task 55546 | stop processing: n_tokens = 6421, truncated = 0
