family,domain,model_a,model_b,task_id,repository,net_benefit,success_diff,p_win,p_loss,p_tie,success_decisive,cost_decisive,steps_decisive,comparisons,success_win,success_loss,success_net,cost_win,cost_loss,cost_net,steps_win,steps_loss,steps_net
tau2,retail,Claude-3.7,GPT-4.1,56,,0.3333333333333333,0.5,0.5833333333333334,0.25,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,12,0.5833333333333334,0.08333333333333333,0.5,0.0,0.16666666666666666,-0.16666666666666666,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,57,,-0.6666666666666666,-0.25,0.08333333333333333,0.75,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.0,12,0.08333333333333333,0.3333333333333333,-0.25,0.0,0.4166666666666667,-0.4166666666666667,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,58,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,59,,0.08333333333333333,0.25,0.3333333333333333,0.25,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.0,12,0.3333333333333333,0.08333333333333333,0.25,0.0,0.16666666666666666,-0.16666666666666666,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,60,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,61,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,62,,-0.5833333333333334,0.0,0.16666666666666666,0.75,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.0,12,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5833333333333334,-0.5833333333333334,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,63,,-1.0,-0.5,0.0,1.0,0.0,0.5,0.5,0.0,12,0.0,0.5,-0.5,0.0,0.5,-0.5,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,64,,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,12,0.5,0.0,0.5,0.0,0.5,-0.5,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,65,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,66,,-1.0,-0.25,0.0,1.0,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.0,0.75,-0.75,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,67,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,68,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,69,,-1.0,-0.5,0.0,1.0,0.0,0.5,0.5,0.0,12,0.0,0.5,-0.5,0.0,0.5,-0.5,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,70,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,71,,-0.6666666666666666,-0.5,0.08333333333333333,0.75,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,12,0.08333333333333333,0.5833333333333334,-0.5,0.0,0.16666666666666666,-0.16666666666666666,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,72,,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,12,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,73,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,74,,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,12,0.5,0.0,0.5,0.0,0.5,-0.5,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,75,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,76,,-0.25,-0.25,0.0,0.25,0.75,0.25,0.0,0.0,12,0.0,0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,77,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,78,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,79,,-0.4166666666666667,-0.25,0.08333333333333333,0.5,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.0,12,0.08333333333333333,0.3333333333333333,-0.25,0.0,0.16666666666666666,-0.16666666666666666,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,80,,-0.5,0.0,0.25,0.75,0.0,0.5,0.5,0.0,12,0.25,0.25,0.0,0.0,0.5,-0.5,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,81,,-1.0,-0.25,0.0,1.0,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.0,0.75,-0.75,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,82,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,83,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,84,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,85,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,86,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,87,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,88,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,89,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,90,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,91,,-0.6666666666666666,-0.5,0.08333333333333333,0.75,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,12,0.08333333333333333,0.5833333333333334,-0.5,0.0,0.16666666666666666,-0.16666666666666666,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,92,,-0.5833333333333334,-0.25,0.16666666666666666,0.75,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.0,12,0.16666666666666666,0.4166666666666667,-0.25,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,93,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,94,,-0.5833333333333334,0.0,0.16666666666666666,0.75,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.0,12,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5833333333333334,-0.5833333333333334,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,95,,0.5,0.75,0.75,0.25,0.0,0.75,0.25,0.0,12,0.75,0.0,0.75,0.0,0.25,-0.25,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,96,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,97,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,98,,-0.75,-0.75,0.0,0.75,0.25,0.75,0.0,0.0,12,0.0,0.75,-0.75,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,99,,0.25,0.25,0.25,0.0,0.75,0.25,0.0,0.0,12,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,100,,0.5,0.75,0.75,0.25,0.0,0.75,0.25,0.0,12,0.75,0.0,0.75,0.0,0.25,-0.25,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,101,,0.5,0.75,0.75,0.25,0.0,0.75,0.25,0.0,12,0.75,0.0,0.75,0.0,0.25,-0.25,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,102,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,103,,-0.5,0.25,0.25,0.75,0.0,0.25,0.75,0.0,12,0.25,0.0,0.25,0.0,0.75,-0.75,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,104,,-0.5833333333333334,0.0,0.16666666666666666,0.75,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.0,12,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5833333333333334,-0.5833333333333334,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,105,,-0.6666666666666666,-0.5,0.08333333333333333,0.75,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,12,0.08333333333333333,0.5833333333333334,-0.5,0.0,0.16666666666666666,-0.16666666666666666,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,106,,-0.5,0.25,0.25,0.75,0.0,0.25,0.75,0.0,12,0.25,0.0,0.25,0.0,0.75,-0.75,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,107,,-0.08333333333333333,0.25,0.4166666666666667,0.5,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.0,12,0.4166666666666667,0.16666666666666666,0.25,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,108,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,109,,-0.5,-0.5,0.0,0.5,0.5,0.5,0.0,0.0,12,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,110,,0.5,0.75,0.75,0.25,0.0,0.75,0.25,0.0,12,0.75,0.0,0.75,0.0,0.25,-0.25,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,111,,-0.5,0.0,0.25,0.75,0.0,0.5,0.5,0.0,12,0.25,0.25,0.0,0.0,0.5,-0.5,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,112,,0.5,0.75,0.75,0.25,0.0,0.75,0.25,0.0,12,0.75,0.0,0.75,0.0,0.25,-0.25,0.0,0.0,0.0
tau2,retail,Claude-3.7,GPT-4.1,113,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,0,,0.25,0.0,0.5,0.25,0.25,0.5,0.25,0.0,12,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,1,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,2,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,3,,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,12,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,4,,1.0,0.25,1.0,0.0,0.0,0.25,0.75,0.0,12,0.25,0.0,0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,5,,0.5,-0.25,0.75,0.25,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,6,,0.5,-0.25,0.75,0.25,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,7,,0.5,-0.25,0.75,0.25,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,8,,0.0,-0.5,0.5,0.5,0.0,0.5,0.5,0.0,12,0.0,0.5,-0.5,0.5,0.0,0.5,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,9,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,10,,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,12,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,11,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,12,,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,12,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,13,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,14,,0.5,-0.25,0.75,0.25,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,15,,-0.08333333333333333,-0.25,0.25,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.0,12,0.08333333333333333,0.3333333333333333,-0.25,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,16,,1.0,0.25,1.0,0.0,0.0,0.25,0.75,0.0,12,0.25,0.0,0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,17,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,18,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,19,,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,12,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,20,,-0.25,-0.25,0.0,0.25,0.75,0.25,0.0,0.0,12,0.0,0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,21,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,22,,0.5,0.0,0.75,0.25,0.0,0.5,0.5,0.0,12,0.25,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,23,,0.5,-0.25,0.75,0.25,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,24,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,25,,1.0,0.25,1.0,0.0,0.0,0.25,0.75,0.0,12,0.25,0.0,0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,26,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,27,,0.08333333333333333,-0.25,0.5,0.4166666666666667,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.0,12,0.16666666666666666,0.4166666666666667,-0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,28,,0.75,0.75,0.75,0.0,0.25,0.75,0.0,0.0,12,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,29,,-0.75,-0.75,0.0,0.75,0.25,0.75,0.0,0.0,12,0.0,0.75,-0.75,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,30,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,31,,0.5,-0.25,0.75,0.25,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,32,,0.5,-0.25,0.75,0.25,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,34,,0.25,0.25,0.25,0.0,0.75,0.25,0.0,0.0,12,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,35,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,36,,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,12,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,37,,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,12,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,38,,0.16666666666666666,-0.25,0.5,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.0,12,0.08333333333333333,0.3333333333333333,-0.25,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,39,,-0.5,-0.75,0.25,0.75,0.0,0.75,0.25,0.0,12,0.0,0.75,-0.75,0.25,0.0,0.25,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,40,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,41,,-0.5,-0.5,0.0,0.5,0.5,0.5,0.0,0.0,12,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,42,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,43,,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,12,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,44,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,45,,0.0,-0.5,0.5,0.5,0.0,0.5,0.5,0.0,12,0.0,0.5,-0.5,0.5,0.0,0.5,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,46,,0.5,-0.25,0.75,0.25,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,47,,0.5,-0.25,0.75,0.25,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,48,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,49,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,50,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,51,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,52,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,53,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,54,,0.5,-0.25,0.75,0.25,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,55,,1.0,0.25,1.0,0.0,0.0,0.25,0.75,0.0,12,0.25,0.0,0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,56,,0.5833333333333334,0.0,0.75,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.0,12,0.16666666666666666,0.16666666666666666,0.0,0.5833333333333334,0.0,0.5833333333333334,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,57,,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,12,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,58,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,59,,-0.08333333333333333,-0.25,0.25,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.0,12,0.08333333333333333,0.3333333333333333,-0.25,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,60,,0.5,-0.25,0.75,0.25,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,61,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,62,,0.5833333333333334,0.0,0.75,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.0,12,0.16666666666666666,0.16666666666666666,0.0,0.5833333333333334,0.0,0.5833333333333334,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,63,,0.5833333333333334,0.25,0.75,0.16666666666666666,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.0,12,0.4166666666666667,0.16666666666666666,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,64,,0.5,-0.25,0.75,0.25,0.0,0.25,0.75,0.0,12,0.0,0.25,-0.25,0.75,0.0,0.75,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,65,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,66,,0.08333333333333333,-0.25,0.5,0.4166666666666667,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.0,12,0.16666666666666666,0.4166666666666667,-0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,67,,-0.5,-0.75,0.25,0.75,0.0,0.75,0.25,0.0,12,0.0,0.75,-0.75,0.25,0.0,0.25,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,68,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,69,,0.3333333333333333,0.0,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,12,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,70,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,71,,-0.25,-0.25,0.0,0.25,0.75,0.25,0.0,0.0,12,0.0,0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,72,,-0.5,-0.5,0.0,0.5,0.5,0.5,0.0,0.0,12,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,73,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,74,,-0.5,-0.75,0.25,0.75,0.0,0.75,0.25,0.0,12,0.0,0.75,-0.75,0.25,0.0,0.25,0.0,0.0,0.0
tau2,retail,o4-mini,Claude-3.7,75,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
